device_uuid,zone_label,lat,lng,grid_cell_id,safety_rating,time_context,is_night,created_at,tags
f4eac37b-7ceb-49a1-b684-391fa1a25cf6,Karol Bagh,28.6566,77.191934,ttngh8c,4,10,0,2026-05-05 10:33:03,"well_lit,cctv_present,crowded"
9727a796-89ac-4de1-bfbe-417842a3748f,Lajpat Nagar,28.557836,77.248868,ttnfmyf,4,11,0,2026-05-01 11:42:03,"well_lit,police_nearby"
4bb2b710-2272-4029-aabb-755ac888d4d3,Saket,28.546063,77.202793,ttnfku9,2,4,1,2026-05-29 04:37:29,ok_transport
2548aff6-6cf3-4d1e-93d2-02b0fea365be,Karol Bagh,28.64814,77.185289,ttnfurh,2,0,1,2026-03-18 00:08:50,"poor_lighting,no_people"
aac923aa-ba01-4e08-a855-0a855bd75104,Chandni Chowk,28.652285,77.209038,ttnfuzv,2,19,0,2026-05-23 19:39:22,"dimly_lit,suspicious_activity,sparse_crowd"
741a24ec-f950-4eea-b0d5-130d87d91755,Chandni Chowk,28.65944,77.224236,ttngj32,2,21,0,2026-05-22 21:50:44,"no_cctv,dimly_lit"
54df7383-fe55-4e2a-962a-082fd521018c,Rohini,28.681556,77.113045,ttng4v2,1,2,1,2026-03-24 02:47:56,"dark_street,isolated"
03e24bb7-054d-47ce-a846-89b0cd6f4eba,Karol Bagh,28.64108,77.187513,ttnfumy,4,9,0,2026-04-04 09:21:38,"crowded,police_nearby"
10be2306-a317-48a7-9b6f-b230c006c7c5,Karol Bagh,28.666564,77.176808,ttngh4w,4,8,0,2026-05-20 08:25:07,"police_nearby,cctv_present,well_lit"
f57812fb-aefc-45bb-bea4-b6f693b4956d,Chandni Chowk,28.643939,77.233154,ttnfvqr,3,11,0,2026-04-06 11:11:30,moderate_crowd
98bf3ae0-cd8d-4940-9b3a-b494bfa35016,Saket,28.535995,77.190857,ttnfkdb,4,15,0,2026-03-17 15:40:11,good_transport
594058cc-b1fb-4600-a234-90664702da1a,Saket,28.528577,77.21241,ttnfm12,5,9,0,2026-05-24 09:57:12,"well_lit,heavy_crowd,very_safe"
003c91b0-09b6-4002-8fce-2e832949a1df,Vasant Kunj,28.52029,77.167282,ttnf5zz,5,15,0,2026-04-09 15:18:17,"good_transport,security_present"
31fbce46-d855-4e90-a677-c6952cf0ca9f,Saket,28.533266,77.203482,ttnfkf3,4,5,0,2026-03-11 05:29:44,"crowded,police_nearby"
36a626a2-e773-4e25-9225-9b0b58b57eef,Rohini,28.721633,77.11841,ttng6ue,2,22,1,2026-05-23 22:05:56,"moderate_crowd,ok_transport,mixed_vibes"
ce3bb7af-a0b6-41a2-bbf4-aabc5a3428ed,Lajpat Nagar,28.568731,77.239186,ttnft8g,2,23,1,2026-05-27 23:55:57,"dimly_lit,sparse_crowd,suspicious_activity"
86ce439c-1177-4687-8d8e-3ba962d36262,Dwarka,28.57848,77.045474,ttnf94w,4,10,0,2026-05-20 10:22:25,"police_nearby,cctv_present"
13b53a40-3266-4b90-91dc-f7e21d9fc803,Saket,28.530198,77.203358,ttnfkcc,5,11,0,2026-03-28 11:16:23,crowded
00e51488-42ed-4aaf-9664-d87026ea958d,Chandni Chowk,28.63862,77.24115,ttnfvtt,1,23,1,2026-05-25 23:28:36,"isolated,no_people,felt_followed"
5a22931c-6d82-4f87-a0e7-f1c235ea5cb2,Rohini,28.706763,77.097185,ttng63u,1,23,1,2026-04-03 23:29:37,poor_lighting
9341af40-7e7b-4e45-a35a-a3f94c7db2c6,Chandni Chowk,28.663057,77.243197,ttngj9y,1,22,1,2026-05-14 22:59:07,"isolated,no_people,poor_lighting"
458946fd-0ec9-4f70-8605-c1119d9cd7e4,Lajpat Nagar,28.539681,77.248043,ttnfmg6,2,1,1,2026-05-17 01:26:39,no_cctv
81cddb6c-50bb-423b-b649-52c1730bdb45,Connaught Place,28.617234,77.221691,ttnfv1x,4,17,0,2026-06-05 17:45:57,heavy_crowd
6fad586b-1761-44ab-8634-c931716c0fe5,Saket,28.525779,77.212957,ttnfm0b,4,14,0,2026-05-30 14:54:32,"busy_market,crowded,cctv_present"
330e3531-769f-425f-a6d4-56c385ea4fee,Lajpat Nagar,28.562708,77.224968,ttnfmr9,3,21,0,2026-04-09 21:53:11,"moderate_crowd,ok_transport,mixed_vibes"
8abc765d-43e5-48dd-8fcf-a15e42c7b67f,Lajpat Nagar,28.563196,77.247768,ttnfmzf,3,19,0,2026-05-31 19:39:54,"mixed_vibes,some_lighting"
71a3a4fb-d213-43e6-83aa-087935090ed3,Connaught Place,28.641654,77.204982,ttnfuy4,3,6,0,2026-03-21 06:12:07,mixed_vibes
aac923aa-ba01-4e08-a855-0a855bd75104,Karol Bagh,28.662171,77.184421,ttngh3g,3,15,0,2026-04-21 15:12:48,"moderate_crowd,mixed_vibes,ok_transport"
f4eac37b-7ceb-49a1-b684-391fa1a25cf6,Saket,28.528124,77.201501,ttnfkc2,4,5,0,2026-04-07 05:31:05,"cctv_present,well_lit,police_nearby"
f0cc9974-1917-46d7-a26a-25375c70d227,Vasant Kunj,28.547186,77.168403,ttnfkhb,3,2,1,2026-05-12 02:20:20,"ok_transport,mixed_vibes"
315ebc19-1725-4812-8bb3-3ef5b333ae1c,Lajpat Nagar,28.55543,77.236901,ttnfmw6,2,0,1,2026-05-31 00:19:52,"no_people,poor_lighting"
5b196105-604f-4d64-89bc-6b5571c83dd0,Connaught Place,28.63335,77.240716,ttnfvss,4,20,0,2026-03-28 20:45:24,security_present
c4237d32-8ffd-485b-bbc4-1892001b2e11,Chandni Chowk,28.649294,77.247321,ttnfvz3,3,8,0,2026-05-16 08:43:58,"no_cctv,suspicious_activity,sparse_crowd"
3276f0fa-2e08-4887-baa6-09b70fa48929,Vasant Kunj,28.569053,77.156532,ttnfe8z,2,4,1,2026-04-14 04:50:48,"dimly_lit,suspicious_activity"
480e4bfa-d889-4e5a-9ccc-a189abf0aaa6,Chandni Chowk,28.653815,77.225463,ttngj23,2,7,0,2026-05-14 07:41:18,"dark_street,no_people"
cbbdf071-dc69-413e-b294-1a6cfa6077cd,Saket,28.523818,77.192533,ttnfk89,4,15,0,2026-04-08 15:15:19,well_lit
c440bf9a-b50c-4190-bc87-8841b5e56725,Vasant Kunj,28.544085,77.175663,ttnfkhm,2,22,1,2026-05-03 22:20:56,"no_people,felt_followed"
6b75a8e0-38e7-476b-90b8-2551ace95f54,Vasant Kunj,28.537667,77.154811,ttnf7en,4,10,0,2026-05-10 10:56:55,well_lit
61352d12-45fc-421b-84cb-1c76ae979841,Vasant Kunj,28.524586,77.162189,ttnf7be,4,10,0,2026-03-15 10:32:06,busy_market
2063eda7-6874-4001-b35b-7fb550badbf0,Saket,28.527145,77.207237,ttnfkch,3,3,1,2026-05-07 03:38:01,"well_lit,crowded,busy_market"
cd8ab8a0-f561-450f-a093-9c26324acc08,Dwarka,28.589064,77.041901,ttnf9hk,2,0,1,2026-05-23 00:37:06,"sparse_crowd,no_cctv"
7cbad166-45c8-4ad6-993d-69fbb0043c26,Karol Bagh,28.656919,77.190612,ttngh8b,2,4,1,2026-04-04 04:08:52,"poor_lighting,isolated,felt_followed"
880a8c6a-e261-4715-a1c6-56061a457f6f,Chandni Chowk,28.65872,77.23272,ttngj3p,2,6,0,2026-03-14 06:13:18,"no_cctv,suspicious_activity,sparse_crowd"
69c946b0-0921-4485-9548-1bd4ecd884a1,Karol Bagh,28.663134,77.19767,ttngh9v,3,14,0,2026-05-13 14:36:39,"moderate_crowd,mixed_vibes"
0998d7ba-c87a-46fe-9441-d10ddfab9f69,Vasant Kunj,28.547314,77.175921,ttnfkhv,5,16,0,2026-03-10 16:34:05,"security_present,heavy_crowd"
dbb3e17d-f5ea-420b-a505-435bac514e97,Saket,28.528703,77.21965,ttnfm1m,4,15,0,2026-05-21 15:23:31,"good_transport,well_lit"
3e2a99a1-68ee-4ec6-8439-62409bdfec9e,Vasant Kunj,28.552283,77.135597,ttnf7mb,2,3,1,2026-06-04 03:56:16,"dark_street,felt_followed"
32e65c3e-3e74-4653-87f6-3138efc4b54c,Saket,28.537548,77.207952,ttnfkgj,4,15,0,2026-06-01 15:11:04,"mixed_vibes,some_lighting"
30cff129-a618-4f60-b944-69cb777d47fd,Rohini,28.703373,77.106439,ttng697,2,3,1,2026-05-14 03:54:36,sparse_crowd
34f64d60-863d-49c0-8fff-b520e8abf25c,Karol Bagh,28.64845,77.19317,ttnfux6,4,9,0,2026-05-14 09:20:16,"well_lit,heavy_crowd,security_present"
95be845a-f74c-4958-a413-bb2c8d68039f,Saket,28.518581,77.219343,ttnfjpt,4,15,0,2026-04-27 15:54:08,"busy_market,crowded,police_nearby"
92fe9917-68fd-4e2b-9333-05574cf13c54,Dwarka,28.59051,77.040644,ttnf9he,3,20,0,2026-05-08 20:44:40,"moderate_crowd,mixed_vibes,some_lighting"
04dc7cd5-c653-4e74-87f7-3304f073b091,Rohini,28.691151,77.106263,ttng4x5,2,4,1,2026-05-30 04:57:30,"felt_followed,no_people"
15a530bb-0c9a-451c-a89d-09109ca61ec2,Karol Bagh,28.653771,77.194784,ttngh87,2,22,1,2026-05-31 22:31:12,"sparse_crowd,dimly_lit,no_cctv"
9a2d72d9-dd61-4ee4-972f-75945e3e1e6d,Rohini,28.689718,77.080083,ttng4nb,4,9,0,2026-06-04 09:20:35,"mixed_vibes,moderate_crowd"
51b22b97-7606-4b6e-b60d-e266b50339d6,Dwarka,28.600858,77.066785,ttnf9ww,4,14,0,2026-05-12 14:53:17,very_safe
f2de0d20-e1f2-453c-abbf-1386a4c548ed,Connaught Place,28.621236,77.232594,ttnfv6r,4,17,0,2026-03-11 17:01:48,busy_market
9ce834ef-d501-47bb-8f4c-8818bd4b817b,Dwarka,28.596075,77.045901,ttnf9jz,2,2,1,2026-06-01 02:46:12,"poor_lighting,felt_followed"
deb0d1e9-271b-4c2b-8b1b-c8727ecaffbe,Rohini,28.698534,77.083117,ttng606,1,3,1,2026-05-03 03:39:08,"felt_followed,dark_street"
9a2d72d9-dd61-4ee4-972f-75945e3e1e6d,Karol Bagh,28.661777,77.183144,ttngh3e,3,19,0,2026-05-16 19:31:40,no_cctv
f2de0d20-e1f2-453c-abbf-1386a4c548ed,Connaught Place,28.623702,77.226619,ttnfv6f,4,13,0,2026-03-13 13:43:43,"good_transport,well_lit,heavy_crowd"
9211ce30-28e6-457f-a6b1-dd7555b3d06f,Karol Bagh,28.63307,77.175664,ttnfuhm,2,2,1,2026-05-08 02:41:21,"suspicious_activity,sparse_crowd"
864869ff-c496-440d-a810-52f77eea8b59,Connaught Place,28.631319,77.219633,ttnfvhj,4,21,0,2026-04-07 21:04:12,"crowded,busy_market"
75978973-9c6e-45dd-a030-fb95d26419aa,Karol Bagh,28.656747,77.187882,ttngh2y,3,21,0,2026-04-16 21:30:05,"no_cctv,sparse_crowd,dimly_lit"
3d262717-bd27-4875-a750-7e496903c214,Karol Bagh,28.677204,77.188621,ttnghkx,4,16,0,2026-04-06 16:56:20,security_present
cb9d8273-53a3-45cd-8f19-fbdf99f5a069,Connaught Place,28.629192,77.20873,ttnfugv,3,23,1,2026-05-14 23:40:38,"no_cctv,sparse_crowd,dimly_lit"
00e51488-42ed-4aaf-9664-d87026ea958d,Chandni Chowk,28.657191,77.23592,ttngj8c,3,21,0,2026-04-15 21:05:37,"police_nearby,busy_market"
3e5f2963-4af1-40f6-8604-a72be1591725,Connaught Place,28.643536,77.201807,ttnfuy2,4,8,0,2026-04-12 08:55:41,police_nearby
6a8a6b95-ef80-4980-9cad-e1bee382a624,Lajpat Nagar,28.56524,77.248167,ttnftb4,4,12,0,2026-05-06 12:01:56,"ok_transport,mixed_vibes"
366d394f-f67b-41ae-bde6-7bd4fc63fce1,Chandni Chowk,28.660896,77.231052,ttngj3t,1,2,1,2026-03-22 02:42:01,"sparse_crowd,no_cctv"
4f6bc56b-635d-4671-968d-88068623f2c5,Dwarka,28.599694,77.034675,ttnf8yq,4,14,0,2026-04-08 14:14:14,"very_safe,heavy_crowd"
360cdd00-2c1a-4627-b8bc-49d84f87720b,Rohini,28.725911,77.116397,ttng6v6,3,5,0,2026-04-27 05:56:18,"sparse_crowd,dimly_lit"
6b75a8e0-38e7-476b-90b8-2551ace95f54,Dwarka,28.573271,77.030949,ttnf8cs,2,1,1,2026-03-22 01:22:00,"sparse_crowd,suspicious_activity,no_cctv"
905afeac-94f7-4a80-bebd-8357ab1440d6,Rohini,28.689443,77.111992,ttng4wz,1,22,1,2026-05-11 22:31:25,"felt_followed,no_people"
297d4de4-a584-43ce-b3a2-eacc059ebbf2,Dwarka,28.574114,77.041366,ttnf91g,4,15,0,2026-04-10 15:12:27,"busy_market,cctv_present,crowded"
9094636c-efea-4c47-82be-45fbb8c36376,Karol Bagh,28.656447,77.190238,ttngh88,4,11,0,2026-04-03 11:17:48,well_lit
594058cc-b1fb-4600-a234-90664702da1a,Rohini,28.707724,77.087579,ttng64j,3,21,0,2026-05-12 21:26:42,mixed_vibes
51b22b97-7606-4b6e-b60d-e266b50339d6,Lajpat Nagar,28.573649,77.237568,ttnft9d,4,10,0,2026-06-05 10:33:00,good_transport
a0e00747-6171-44e8-96a4-363822109671,Karol Bagh,28.648654,77.193277,ttnfux6,4,14,0,2026-03-28 14:37:58,good_transport
1e432a19-9e08-4672-9380-c6f3054d007f,Vasant Kunj,28.546237,77.157988,ttnf7u8,5,14,0,2026-03-22 14:13:35,"very_safe,well_lit"
43187dac-2630-4528-8ef3-9586c7a8d843,Vasant Kunj,28.535992,77.154105,ttnf7dv,5,8,0,2026-03-25 08:11:28,"security_present,heavy_crowd"
9f74304f-2783-460b-b012-abd69652fe5f,Saket,28.524522,77.192849,ttnfk8d,5,14,0,2026-04-09 14:22:46,heavy_crowd
003c91b0-09b6-4002-8fce-2e832949a1df,Connaught Place,28.626875,77.220577,ttnfv5q,3,22,1,2026-04-23 22:51:14,"crowded,police_nearby"
4dcc63e0-b841-4ee4-9699-0d11bb7e11ab,Vasant Kunj,28.529671,77.171579,ttnfk1d,3,7,0,2026-04-25 07:03:46,police_nearby
140a86dd-6f9b-46f2-ae22-f5b99cd86e68,Saket,28.537196,77.194148,ttnfke5,4,12,0,2026-05-31 12:15:26,"heavy_crowd,very_safe,good_transport"
b5b9c9da-b402-43a9-b88e-5548b7f24157,Chandni Chowk,28.667061,77.229851,ttngj6t,3,10,0,2026-05-06 10:44:43,"well_lit,cctv_present,crowded"
d36873c8-a033-4eaf-9bff-9c1029bb4e73,Dwarka,28.597959,77.039047,ttnf9n4,4,17,0,2026-05-31 17:59:02,"moderate_crowd,ok_transport"
371b100b-0970-4fbf-9b02-4bfdff8b559c,Connaught Place,28.64073,77.220761,ttnfvjy,4,21,0,2026-05-17 21:49:05,some_lighting
28513131-ae3e-4897-ab17-48fc2fb76046,Chandni Chowk,28.649687,77.221678,ttnfvpx,3,8,0,2026-05-10 08:36:34,"mixed_vibes,moderate_crowd"
a082c527-09c2-4555-8a43-f66f045cded9,Connaught Place,28.616897,77.218579,ttnfv1s,4,14,0,2026-04-04 14:58:36,some_lighting
cd21258b-adf1-4aba-8cb4-b977c9e81981,Chandni Chowk,28.66078,77.236208,ttngj99,3,11,0,2026-04-29 11:30:45,"dimly_lit,suspicious_activity,no_cctv"
9a063b7d-9af9-40a2-95dc-44882f6f173d,Vasant Kunj,28.543584,77.143816,ttnf7kn,5,15,0,2026-05-13 15:24:54,crowded
6d600a89-1c90-4468-add0-4bb8e4033041,Chandni Chowk,28.650743,77.240219,ttnfvxs,2,22,1,2026-03-23 22:50:02,"poor_lighting,isolated"
76e02b0c-f552-49b0-a93d-4f1cd1ed6604,Karol Bagh,28.647054,77.192334,ttnfux1,1,3,1,2026-04-09 03:50:30,poor_lighting
38889747-6f5e-4da9-9810-f238a2bd6345,Lajpat Nagar,28.556943,77.247066,ttnfmy9,3,23,1,2026-04-23 23:26:51,mixed_vibes
0998d7ba-c87a-46fe-9441-d10ddfab9f69,Lajpat Nagar,28.563123,77.254167,ttnfmzy,4,13,0,2026-04-02 13:43:25,crowded
2063eda7-6874-4001-b35b-7fb550badbf0,Chandni Chowk,28.662388,77.227034,ttngj3g,3,12,0,2026-04-01 12:49:56,"moderate_crowd,some_lighting,ok_transport"
d412537e-5b02-4484-a77b-e3eda2d14ac4,Connaught Place,28.630233,77.211189,ttnfugz,2,1,1,2026-05-23 01:44:55,dimly_lit
acd10342-3840-4f2e-a0c8-c6972ff0f584,Dwarka,28.572228,77.033996,ttnf8cq,4,18,0,2026-04-12 18:11:47,"busy_market,crowded,cctv_present"
f7b539b9-1292-46cc-9ec8-5bb33fb9e7b3,Lajpat Nagar,28.569682,77.246953,ttnftbc,4,10,0,2026-03-12 10:51:06,"well_lit,heavy_crowd,security_present"
181e914a-0898-4e07-adfc-d0f901460ee5,Chandni Chowk,28.657388,77.228586,ttngj2u,3,8,0,2026-03-21 08:59:31,"cctv_present,police_nearby"
b08cff19-cff3-468e-aa5f-8e78cdef5b26,Saket,28.533831,77.207235,ttnfkfk,4,14,0,2026-03-15 14:07:06,"well_lit,security_present"
480e4bfa-d889-4e5a-9ccc-a189abf0aaa6,Saket,28.531533,77.188862,ttnfk6p,4,20,0,2026-03-26 20:00:06,cctv_present
6cfd56f7-f962-4f43-b1e4-d31ade5f0ea8,Lajpat Nagar,28.528476,77.246538,ttnfmc3,3,9,0,2026-04-07 09:54:04,"sparse_crowd,suspicious_activity"
842166a5-635b-4f4f-9ba0-3fe98513c823,Connaught Place,28.617252,77.214575,ttnfv19,3,19,0,2026-03-25 19:36:09,some_lighting
c9574c16-f711-41bc-8caf-90ab35cde756,Connaught Place,28.628479,77.232574,ttnfv7x,2,23,1,2026-03-14 23:55:05,"poor_lighting,isolated"
ce3bb7af-a0b6-41a2-bbf4-aabc5a3428ed,Chandni Chowk,28.6594,77.232327,ttngj3q,3,17,0,2026-05-08 17:18:03,moderate_crowd
2063eda7-6874-4001-b35b-7fb550badbf0,Vasant Kunj,28.555044,77.162122,ttnf7y7,4,14,0,2026-04-02 14:13:16,very_safe
bb9555dd-abeb-41c0-a43b-fa482a25a0f3,Lajpat Nagar,28.563123,77.254415,ttnfmzy,2,3,1,2026-06-01 03:34:39,"isolated,felt_followed,poor_lighting"
b9a1f1c7-78bf-4783-98af-47fc62ce8470,Connaught Place,28.620402,77.219932,ttnfv4j,5,17,0,2026-03-12 17:30:19,very_safe
5b196105-604f-4d64-89bc-6b5571c83dd0,Vasant Kunj,28.526429,77.160147,ttnf7c4,4,19,0,2026-04-03 19:40:04,security_present
61352d12-45fc-421b-84cb-1c76ae979841,Lajpat Nagar,28.56963,77.260465,ttnfw0g,4,17,0,2026-04-13 17:26:15,moderate_crowd
836aa1ff-d929-4c12-b23c-63ebcafa88bf,Vasant Kunj,28.52622,77.150489,ttnf795,3,6,0,2026-05-11 06:42:00,mixed_vibes
6b677a36-d1a7-4c5e-9064-395555204b43,Vasant Kunj,28.554872,77.161724,ttnf7y7,4,21,0,2026-04-29 21:27:06,"busy_market,police_nearby,crowded"
ad9e1503-e1ea-4e44-b995-322000817bf2,Lajpat Nagar,28.569503,77.234139,ttnft8b,4,19,0,2026-04-08 19:08:55,cctv_present
652282ca-d313-487a-860a-3471c217d8f1,Karol Bagh,28.645992,77.20335,ttnfuyc,3,5,0,2026-03-23 05:15:07,suspicious_activity
82096c96-db81-4ac5-a743-3571a5400254,Connaught Place,28.630985,77.220454,ttnfvhn,4,20,0,2026-03-17 20:25:03,"mixed_vibes,ok_transport,some_lighting"
ab1250c2-e223-4681-a019-f66f3fa1ce13,Chandni Chowk,28.655278,77.221535,ttngj0x,3,17,0,2026-05-23 17:28:35,"ok_transport,mixed_vibes"
140a86dd-6f9b-46f2-ae22-f5b99cd86e68,Dwarka,28.605173,77.053045,ttnf9rk,2,1,1,2026-03-22 01:35:20,"dimly_lit,no_cctv"
6da2dd0d-30be-463d-8d38-0a2ae51b3db5,Rohini,28.736379,77.088282,ttng6pm,1,23,1,2026-03-22 23:05:20,isolated
1dff86dd-c8f2-4901-825b-d3b3f5d084a9,Vasant Kunj,28.554871,77.141961,ttnf7qm,4,15,0,2026-04-07 15:56:22,"ok_transport,some_lighting,mixed_vibes"
805dfc0c-6ad4-4816-b07b-0b25cc7344ce,Connaught Place,28.633073,77.226465,ttnfvk6,4,16,0,2026-04-20 16:29:45,"moderate_crowd,some_lighting"
e5d4483f-00ce-4360-80dd-f71a99bf6aa7,Rohini,28.67509,77.099631,ttng4kn,3,6,0,2026-04-17 06:09:57,"ok_transport,moderate_crowd"
cc1b9dde-dab9-4cca-b843-e348423a4191,Lajpat Nagar,28.562068,77.23668,ttnfmxd,2,1,1,2026-04-23 01:20:36,suspicious_activity
7bee8e12-c72e-4f12-bab1-e91a1ab595e7,Karol Bagh,28.655752,77.202107,ttnghb8,2,2,1,2026-05-29 02:24:53,"suspicious_activity,sparse_crowd,dimly_lit"
845dcbb6-b15c-4a77-86e6-408b66659542,Chandni Chowk,28.655134,77.232644,ttngj2x,3,15,0,2026-06-04 15:17:14,suspicious_activity
5653ca25-108e-4e35-8fde-0d7bfb4ee76e,Connaught Place,28.632643,77.216718,ttnfvh7,4,21,0,2026-04-27 21:13:35,"busy_market,cctv_present"
6d4ae25d-6fde-4807-8a44-f3b1c0f175c3,Saket,28.513607,77.217684,ttnfjns,3,20,0,2026-03-08 20:55:15,"sparse_crowd,dimly_lit"
a7d1f9e3-a440-4895-a8a1-5dbc85573651,Vasant Kunj,28.548542,77.162439,ttnf7v5,4,21,0,2026-03-14 21:44:05,"moderate_crowd,ok_transport"
0ca04478-62c7-44d7-b028-7f9eb7fbf511,Saket,28.516435,77.202008,ttnfhz2,2,4,1,2026-03-17 04:14:30,some_lighting
b08cff19-cff3-468e-aa5f-8e78cdef5b26,Karol Bagh,28.650139,77.175559,ttnfupt,4,12,0,2026-03-27 12:20:48,"mixed_vibes,moderate_crowd"
0b9d1db5-11c7-425b-b518-6bbc3fa96ed5,Dwarka,28.568468,77.03759,ttnf909,3,19,0,2026-05-29 19:24:35,well_lit
d3abec1a-d9c1-42b1-adcf-e986c2c4eab0,Chandni Chowk,28.66038,77.225775,ttngj36,1,4,1,2026-04-26 04:24:13,isolated
3d262717-bd27-4875-a750-7e496903c214,Dwarka,28.577837,77.034594,ttnf8fq,4,18,0,2026-05-14 18:56:49,"police_nearby,well_lit"
5d6851b5-ffee-42c3-bfd2-3ec5874a1a58,Saket,28.519947,77.203061,ttnfhzc,4,10,0,2026-03-15 10:32:48,"well_lit,very_safe"
c627d475-6b25-4de4-8c3d-ccb6c41606d6,Karol Bagh,28.673555,77.201446,ttnghgb,4,11,0,2026-03-26 11:21:18,"well_lit,cctv_present,busy_market"
a086e5d6-a5bd-4101-85bb-8127d6a40690,Vasant Kunj,28.557297,77.171723,ttnfknd,2,1,1,2026-04-14 01:25:04,mixed_vibes
f966abe2-5d3f-428a-b3fa-ffe2da1fef4d,Dwarka,28.578117,77.028887,ttnf8f6,4,8,0,2026-05-17 08:14:01,"well_lit,busy_market,police_nearby"
6da2dd0d-30be-463d-8d38-0a2ae51b3db5,Chandni Chowk,28.647345,77.241676,ttnfvxj,2,6,0,2026-05-06 06:01:31,"no_cctv,suspicious_activity,dimly_lit"
df28596d-94c7-4722-8ee0-662fa5fc9c8d,Karol Bagh,28.646428,77.178386,ttnfunz,3,7,0,2026-04-19 07:42:12,"some_lighting,ok_transport,mixed_vibes"
05118dc8-c86e-4d55-bc9e-0b814bb32e85,Connaught Place,28.62719,77.214314,ttnfv53,4,10,0,2026-04-19 10:29:04,mixed_vibes
e1187849-ba7f-430b-aaca-c154b3fa2878,Chandni Chowk,28.658347,77.233008,ttngj3p,2,20,0,2026-06-02 20:43:47,"sparse_crowd,suspicious_activity,dimly_lit"
2f275ea3-5728-49d3-9516-37724c6ac1be,Lajpat Nagar,28.559418,77.250557,ttnfmzh,4,17,0,2026-05-31 17:21:24,"well_lit,cctv_present,busy_market"
5ff72777-e811-4bb4-b9fa-1c42d5d4e65c,Dwarka,28.583151,77.043812,ttnf95m,3,5,0,2026-05-03 05:40:55,"ok_transport,some_lighting,mixed_vibes"
4bb2b710-2272-4029-aabb-755ac888d4d3,Vasant Kunj,28.553241,77.149998,ttnf7tf,2,23,1,2026-05-19 23:16:28,no_cctv
9f74304f-2783-460b-b012-abd69652fe5f,Dwarka,28.584129,77.054283,ttnf97t,2,23,1,2026-03-14 23:25:07,"suspicious_activity,dimly_lit"
41fb87ad-938c-49a8-9958-e2d614499788,Chandni Chowk,28.649338,77.227922,ttnfvr7,3,20,0,2026-03-08 20:27:00,ok_transport
59234b70-8823-421e-a332-31aafb62acc1,Chandni Chowk,28.660646,77.247433,ttngjc9,3,15,0,2026-04-25 15:35:24,busy_market
ff971c22-b9b2-4383-821a-8b0c88256c60,Lajpat Nagar,28.573754,77.248426,ttnftcd,4,8,0,2026-03-18 08:05:44,"moderate_crowd,some_lighting,mixed_vibes"
e0b17672-0094-49f5-9964-829b550732da,Saket,28.529808,77.195868,ttnfk9s,3,22,1,2026-04-20 22:51:54,"some_lighting,moderate_crowd,mixed_vibes"
28e7a6a5-f73d-416d-bdfd-d2591f3a482a,Dwarka,28.593718,77.045583,ttnf9jq,2,1,1,2026-05-17 01:32:37,ok_transport
df5535f8-82d2-41e2-867d-2a816d4c01aa,Connaught Place,28.634716,77.217865,ttnfvhu,4,11,0,2026-05-12 11:52:14,"good_transport,very_safe"
e0c64470-42e2-43f9-87e3-2ee217caea68,Rohini,28.709416,77.098139,ttng66m,3,19,0,2026-03-18 19:19:45,"some_lighting,moderate_crowd,ok_transport"
3276f0fa-2e08-4887-baa6-09b70fa48929,Connaught Place,28.632086,77.204422,ttnfuu6,4,8,0,2026-04-23 08:32:19,"heavy_crowd,good_transport"
569b3c0a-18be-4f73-851b-631721a050db,Vasant Kunj,28.541161,77.17439,ttnfk5u,2,22,1,2026-06-05 22:23:23,poor_lighting
2fdce25d-b505-4ebd-a2a8-0744250d39f8,Vasant Kunj,28.548826,77.157449,ttnf7v0,4,19,0,2026-05-07 19:52:09,"busy_market,well_lit,cctv_present"
55603346-a3ea-4a66-95bb-680c78fe22e0,Lajpat Nagar,28.586661,77.230092,ttnftkj,4,15,0,2026-05-09 15:45:01,police_nearby
9e7b8f73-775b-47f7-9d42-ca869ef3a044,Rohini,28.688568,77.126478,ttng5n9,1,4,1,2026-05-17 04:40:28,felt_followed
b69d6b3a-8bc5-4e87-9497-09274293180e,Rohini,28.704743,77.099104,ttng63t,2,6,0,2026-06-01 06:42:41,moderate_crowd
d7030b5e-1dc1-417b-9468-a0c61754439f,Dwarka,28.575311,77.052268,ttnf93g,4,9,0,2026-04-21 09:56:40,cctv_present
7b9d674f-a88e-4c2d-8109-df3d089e7d28,Lajpat Nagar,28.573145,77.232755,ttnft3x,4,10,0,2026-03-20 10:28:41,busy_market
323e8c30-441a-464c-8f1d-4033371eacc5,Rohini,28.702136,77.097803,ttng63h,1,23,1,2026-05-28 23:52:01,"felt_followed,dark_street"
379df577-06c0-421b-bf82-79ac94829da8,Karol Bagh,28.65446,77.179707,ttngh22,4,16,0,2026-05-03 16:42:16,crowded
acd10342-3840-4f2e-a0c8-c6972ff0f584,Dwarka,28.609627,77.058822,ttnfc80,2,1,1,2026-04-11 01:55:40,"dimly_lit,suspicious_activity"
92fe9917-68fd-4e2b-9333-05574cf13c54,Chandni Chowk,28.653295,77.229269,ttngj2h,1,1,1,2026-05-19 01:14:14,no_people
c40764ed-9c88-49f3-9a2a-21f790345894,Connaught Place,28.630136,77.208917,ttnfugv,3,5,0,2026-03-10 05:44:07,"sparse_crowd,no_cctv"
